,user,Trans
0,https://www.facebook.com/hanh.bya.33/likes,"['https://www.facebook.com/hanh.bya.33/likes', 'https://www.facebook.com/dulichkotambuonmathuot/', 'https://www.facebook.com/BTN-Bu%C3%B4n-Jung-162892495399618/', 'https://www.facebook.com/PhoTeam/', 'https://www.facebook.com/Trang-Anh-ha%CC%80ng-Qua%CC%89ng-Cha%CC%82u-cao-ca%CC%82%CC%81p-107747854492951/', 'https://www.facebook.com/BoxGirlVn/', 'https://www.facebook.com/mloBenjamin01/', 'https://www.facebook.com/beyoreeclothes/', 'https://www.facebook.com/UlzzangAT/']"
1,https://www.facebook.com/kethuynhcom/likes,"['https://l.facebook.com/l.php?u=http%3A%2F%2Fkethuynh.com%2F%3Ffbclid%3DIwAR3f6SlhpKh8T8BBUST3ICvejTTK7lsRQQ70tFZ3GYTWHKYH-3ZGMa3NTPM&h=AT3pe0TN9_q21A0jS3ObAGHWyyFmvPT4GsAAg2y3K82uxgNt3niqVPvbDjQKb1jL58jwcAW_nAF-X-JVqUynE6ZIDoTnx_2st1N7gQfqfYdNOaF1nv0hwupAR4I590Gz9yMI', 'https://www.facebook.com/kethuynhcom/likes', 'https://www.facebook.com/The-Sol-City-104437208346562/', 'https://www.facebook.com/Vinhomes-GRAND-PARK-109926107266354/', 'https://www.facebook.com/4hfilm/', 'https://www.facebook.com/otosaigon/', 'https://www.facebook.com/tieplua.vn/', 'https://www.facebook.com/doanhnghiepmanh/', 'https://www.facebook.com/ToiladanThuanAn/', 'https://www.facebook.com/VicLand.Net/']"
2,https://www.facebook.com/duongcuongqb/likes,"['https://l.facebook.com/l.php?u=http%3A%2F%2FMayAnhCuSaiGon.Com%2F%3Ffbclid%3DIwAR3vmSEpR_oC5Kj9TisCJVl-Iuls3sJzCB4IrfZbkGOr6IdHDkPdZWSgzBo&h=AT2T5ZPxy3_PQGJeUIbp4sagukfUTJ_fOLIMjepgPuzga2Ol3wY782DNcIOmO6l0yyZSrtvpYGz55EPIIwplB6uhGOVMyvF-dejZT8oWn8IW8FIJ_UQC3fX_9A5XqJq-q31q', 'https://www.facebook.com/duongcuongqb/likes', 'https://www.facebook.com/mayanhcugiarecom/', 'https://www.facebook.com/shopthoitranglethuong/', 'https://www.facebook.com/ediviet/', 'https://www.facebook.com/sinhvientopcom/', 'https://www.facebook.com/tiepthidakenhcom/', 'https://www.facebook.com/toidanphunhuan/', 'https://www.facebook.com/mayanhcusaigon/', 'https://www.facebook.com/kholensmf/']"
3,https://www.facebook.com/chien.tran.94043626/likes,"['https://www.facebook.com/chien.tran.94043626/likes', 'https://www.facebook.com/DUMAEntertainment.vn/', 'https://www.facebook.com/ThamPage2020/', 'https://www.facebook.com/metraidepplus/', 'https://www.facebook.com/NH%C3%80-XE-H%E1%BA%A2I-NAM-406608763396083/', 'https://www.facebook.com/DOCMenswear/', 'https://www.facebook.com/donamgiare92/', 'https://www.facebook.com/ordertuixachqc/', 'https://www.facebook.com/GiaySiVu/']"
4,https://www.facebook.com/haima365/likes,"['https://www.facebook.com/haima365/likes', 'https://www.facebook.com/mebongchuyen.plus/', 'https://www.facebook.com/LEEHOMEDAKLAK/', 'https://www.facebook.com/ThanhTuyenWendy.FAPtv/', 'https://www.facebook.com/nguoi60/', 'https://www.facebook.com/chinh.clothing/', 'https://www.facebook.com/C%E1%BA%A7n-T%C3%A2y-M%E1%BA%ADt-Ong-Gi%E1%BA%A3m-C%C3%A2n-%C4%90%E1%BA%B9p-Da-103967571621284/', 'https://www.facebook.com/cobexukimchi/', 'https://www.facebook.com/vasternews/']"
5,https://www.facebook.com/uy.maingoc.5/likes,"['https://www.facebook.com/uy.maingoc.5/likes', 'https://www.facebook.com/education.vnu.edu.vn/', 'https://www.facebook.com/Bantincokhixaydung2013/', 'https://www.facebook.com/Xamxitiviofficial/', 'https://www.facebook.com/VozTanCoGiao/', 'https://www.facebook.com/vuhieu0711/', 'https://www.facebook.com/hoiky.vn/', 'https://www.facebook.com/kenhnghientruyen/', 'https://www.facebook.com/DiToiLaMotTeenGirl/']"
